               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.017067,           0.0045208,           0.0027024,             0.80568,             0.82786,             0.84632,             0.57873,            0.019668,           0.0045445,            0.016714,           0.0031275,           0.0031275,           0.0031275
                 153,            0.016845,           0.0044927,           0.0023293,              0.7939,             0.84183,              0.8466,             0.57934,            0.019665,           0.0045434,             0.01675,           0.0030841,           0.0030841,           0.0030841
                 154,            0.016758,           0.0045143,           0.0021728,              0.7937,             0.84175,             0.84676,             0.57993,            0.019641,           0.0045457,             0.01679,           0.0030415,           0.0030415,           0.0030415
                 155,            0.016702,           0.0044763,           0.0023919,             0.80004,             0.83602,             0.84699,             0.58031,            0.019647,           0.0045448,            0.016829,           0.0029996,           0.0029996,           0.0029996
                 156,            0.016659,           0.0044941,           0.0022886,              0.7985,             0.83702,             0.84675,             0.58045,            0.019629,           0.0045482,            0.016902,           0.0029584,           0.0029584,           0.0029584
                 157,            0.016554,           0.0044704,           0.0020865,             0.79758,             0.83852,             0.84694,             0.58094,            0.019638,           0.0045501,            0.016936,           0.0029179,           0.0029179,           0.0029179
                 158,            0.016373,           0.0044254,           0.0021032,             0.79973,             0.83763,             0.84707,             0.58142,              0.0196,           0.0045513,            0.016982,           0.0028783,           0.0028783,           0.0028783
                 159,             0.01648,            0.004456,           0.0025391,             0.80755,              0.8296,             0.84698,             0.58128,            0.019598,            0.004551,            0.017003,           0.0028394,           0.0028394,           0.0028394
                 160,            0.016306,           0.0044255,           0.0021232,             0.80806,             0.82971,               0.847,             0.58179,            0.019566,           0.0045485,             0.01703,           0.0028013,           0.0028013,           0.0028013
                 161,            0.016245,           0.0043791,           0.0023214,             0.80841,             0.83082,             0.84829,             0.58245,            0.019562,           0.0045499,            0.017041,           0.0027639,           0.0027639,           0.0027639
                 162,            0.016232,           0.0044106,           0.0020886,             0.79833,             0.84292,             0.84813,             0.58282,            0.019536,           0.0045537,            0.017083,           0.0027274,           0.0027274,           0.0027274
                 163,            0.015998,           0.0043597,            0.001892,             0.81035,             0.83146,             0.84761,             0.58244,            0.019556,           0.0045503,            0.017141,           0.0026917,           0.0026917,           0.0026917
                 164,            0.016348,           0.0044225,           0.0023059,             0.80966,             0.83158,             0.84744,              0.5828,            0.019502,           0.0045572,            0.017193,           0.0026568,           0.0026568,           0.0026568
                 165,            0.015874,           0.0043528,           0.0018752,             0.80816,             0.83349,             0.84727,             0.58256,            0.019518,           0.0045584,            0.017223,           0.0026227,           0.0026227,           0.0026227
                 166,            0.015741,           0.0043254,           0.0017151,             0.80885,             0.83365,             0.84655,              0.5831,            0.019499,           0.0045594,             0.01725,           0.0025894,           0.0025894,           0.0025894
                 167,            0.015748,           0.0042894,           0.0017498,             0.81086,             0.83247,             0.84656,             0.58296,             0.01952,           0.0045561,            0.017296,            0.002557,            0.002557,            0.002557
                 168,            0.015708,           0.0042734,           0.0017284,             0.81133,             0.83275,             0.84689,             0.58328,            0.019499,           0.0045581,            0.017339,           0.0025255,           0.0025255,           0.0025255
                 169,            0.015539,           0.0042595,           0.0015667,             0.81151,             0.83382,             0.84659,             0.58379,            0.019512,           0.0045531,            0.017362,           0.0024948,           0.0024948,           0.0024948
                 170,            0.015623,           0.0042579,           0.0019422,             0.80948,             0.83717,             0.84706,             0.58365,            0.019496,           0.0045557,            0.017386,           0.0024649,           0.0024649,           0.0024649
                 171,            0.015511,           0.0042553,           0.0016142,             0.80866,             0.83804,             0.84709,             0.58352,            0.019511,           0.0045572,            0.017433,            0.002436,            0.002436,            0.002436
                 172,            0.015659,           0.0042687,           0.0019734,             0.80692,             0.83931,              0.8467,             0.58383,            0.019501,           0.0045564,             0.01748,           0.0024079,           0.0024079,           0.0024079
                 173,            0.015494,            0.004242,           0.0018215,             0.80851,             0.83816,             0.84678,             0.58364,            0.019497,           0.0045591,            0.017519,           0.0023807,           0.0023807,           0.0023807
                 174,            0.015222,           0.0042242,           0.0016392,             0.80508,             0.84088,             0.84687,             0.58346,             0.01952,           0.0045598,            0.017563,           0.0023544,           0.0023544,           0.0023544
                 175,            0.015323,           0.0042261,           0.0015368,              0.8133,             0.83247,              0.8471,             0.58369,            0.019481,           0.0045635,            0.017595,            0.002329,            0.002329,            0.002329
                 176,            0.015252,           0.0041494,           0.0016231,             0.81193,             0.83597,             0.84756,             0.58525,            0.019433,           0.0045646,            0.017619,           0.0023045,           0.0023045,           0.0023045
                 177,            0.015024,            0.004168,           0.0012051,             0.81014,              0.8363,             0.84725,             0.58502,            0.019482,           0.0045627,            0.017654,           0.0022809,           0.0022809,           0.0022809
                 178,            0.015155,           0.0041796,           0.0014919,             0.81236,             0.83484,             0.84718,             0.58563,            0.019453,           0.0045656,            0.017694,           0.0022582,           0.0022582,           0.0022582
                 179,            0.014895,           0.0041479,           0.0013815,             0.81342,             0.83356,             0.84768,             0.58613,            0.019458,           0.0045628,            0.017711,           0.0022365,           0.0022365,           0.0022365
                 180,            0.014885,           0.0041305,           0.0012449,             0.81368,             0.83438,             0.84847,             0.58669,            0.019418,           0.0045668,            0.017748,           0.0022157,           0.0022157,           0.0022157
                 181,            0.014921,           0.0041411,           0.0016615,             0.80988,             0.83729,             0.84791,             0.58694,            0.019409,           0.0045664,            0.017786,           0.0021958,           0.0021958,           0.0021958
                 182,            0.014829,           0.0041229,           0.0012544,             0.80922,             0.83887,             0.84869,             0.58743,            0.019385,           0.0045652,            0.017792,           0.0021768,           0.0021768,           0.0021768
                 183,            0.014745,           0.0041037,           0.0015227,             0.80472,             0.84198,             0.84835,             0.58759,            0.019389,           0.0045622,            0.017798,           0.0021588,           0.0021588,           0.0021588
                 184,            0.014814,           0.0041174,           0.0014335,             0.81553,             0.83362,             0.84884,             0.58807,            0.019375,            0.004561,              0.0178,           0.0021418,           0.0021418,           0.0021418
                 185,            0.014818,           0.0040905,           0.0014834,             0.81854,             0.83253,             0.84877,             0.58876,            0.019351,           0.0045636,             0.01779,           0.0021257,           0.0021257,           0.0021257
                 186,            0.014673,           0.0040982,           0.0013829,             0.80873,              0.8417,             0.84906,             0.58945,            0.019338,           0.0045616,            0.017793,           0.0021105,           0.0021105,           0.0021105
                 187,            0.014735,           0.0040658,           0.0010483,             0.81055,             0.84188,             0.84904,             0.58904,            0.019341,           0.0045583,            0.017811,           0.0020963,           0.0020963,           0.0020963
                 188,            0.014682,           0.0040762,            0.001019,             0.81048,             0.84343,             0.84984,             0.58993,            0.019291,           0.0045626,            0.017832,           0.0020831,           0.0020831,           0.0020831
                 189,            0.014538,           0.0040675,           0.0011398,             0.81265,             0.84121,             0.84995,             0.59032,            0.019294,           0.0045617,            0.017829,           0.0020709,           0.0020709,           0.0020709
                 190,            0.014221,           0.0039894,          0.00094702,             0.81088,             0.84441,             0.85024,             0.59081,            0.019267,           0.0045676,             0.01784,           0.0020596,           0.0020596,           0.0020596
                 191,             0.01444,           0.0040481,           0.0014675,             0.81354,             0.84089,             0.84988,               0.591,            0.019272,           0.0045705,            0.017853,           0.0020492,           0.0020492,           0.0020492
                 192,            0.014483,           0.0040302,           0.0015668,             0.81271,             0.84119,             0.84972,             0.59125,            0.019274,           0.0045718,            0.017862,           0.0020399,           0.0020399,           0.0020399
                 193,            0.014372,           0.0040205,           0.0016052,             0.81175,             0.84279,             0.84996,             0.59202,             0.01925,           0.0045721,            0.017886,           0.0020315,           0.0020315,           0.0020315
                 194,             0.01449,           0.0040442,           0.0015133,             0.81483,              0.8387,             0.85049,             0.59303,            0.019239,           0.0045698,            0.017898,           0.0020242,           0.0020242,           0.0020242
                 195,            0.014299,           0.0039744,           0.0011668,             0.81396,             0.84176,             0.85081,             0.59364,            0.019206,           0.0045747,            0.017884,           0.0020178,           0.0020178,           0.0020178
                 196,            0.014139,           0.0039911,           0.0013308,              0.8152,             0.84085,             0.85131,             0.59436,            0.019221,           0.0045744,            0.017915,           0.0020123,           0.0020123,           0.0020123
                 197,            0.014217,           0.0039958,           0.0011754,              0.8165,             0.84068,             0.85138,             0.59487,            0.019173,            0.004574,            0.017917,           0.0020079,           0.0020079,           0.0020079
                 198,            0.014241,           0.0040179,           0.0014719,              0.8198,             0.83816,             0.85185,             0.59556,            0.019183,           0.0045722,            0.017935,           0.0020044,           0.0020044,           0.0020044
                 199,            0.014284,           0.0039932,            0.001215,             0.81982,             0.83788,             0.85207,              0.5951,            0.019179,           0.0045713,            0.017978,            0.002002,            0.002002,            0.002002
